# Lines starting with '#''' are comments. Comment lines must form a continuous        
# block at the beginning of this file.             
# The last comment line is not really a comment. It must contain the names of     
# the variables that are used in the code.            
# The data has to start in the following line.           
#                    
# List of variables:                 
# TS: timestep                  
# OHair1: OH-readical conc. based factor to multiply with avg. degradation rate in upper air      
# OHair2: OH-readical conc. based factor to multiply with avg. degradation rate in lower air      
# Based on data from:                
# Spivakovsky  C. M.  Logan J. A.  Montzka S. A.  Balkanski Y. J.  Foreman-Fowler M. 
# Jones D. B. A.  Horowitz L.W.  Fusco A. C.  Brenninkmeijer C. A. M.  Prather M. J.
# Wofsy S. C.  McElroy M. B.  2000  Three-dimensional climatological distribution of      
# tropospheric OH: Update and evaluation. Journal of geophysical research  Vol. 105        
# No. D7  pp 8931-8980.               
#                    
# precip: monthly average precipitation [m/h]               
# stwet: average length of rain events [h]             
# stdry: average length of dry spells [h]             
# tair1: temperature upper air [K]               
# tair2: temperature lower air [K]               
# tocean: temperature ocean surface [K]               
# tland: temperature land surface [K]               
# h1: Average upper air compartment height [m]             
# h2: Average lower air compartment height [m]             
# h5: Average ocean compartment depth [m]              
# runoffwater: water runoff                 
# tspe: time since plowing event [month]              
# perc8: percentage of ocean covered by Sea Ice [-]           
#                    
#CELL TS OHair1 OHair2 precip stwet stdry tair1 tair2 tocean tland h1 h2 h5 mixing12 mixing21 runoff6water tspe perc8  
235 10 0.5774362207 0.3420705416 0.0922806522 9.9549043072 55.1628276214 247.5683242798 271.988243103 276.9362854004 -999.99 5207.3943115234 1182.7514038086 134.9585819244 2 10.719681682 0 4380 9.59206055558752E-005  
235 11 0.836571482 0.4747374055 0.0896247997 10.7106219266 57.6723224002 249.4252151489 273.0465240479 277.5504623413 -999.99 5248.4640136719 1187.5233825684 85.2854986191 2 8.864805715 0 5110 0  
235 12 1.0359053395 0.4774934493 0.0915543815 10.1955095005 57.2837119088 251.4851974487 274.5042022705 278.5712356567 -999.99 5287.9893066406 1194.2219848633 52.1517865181 2 7.88642083 0 5840 0  
236 1 1.0130272439 0.4497041271 0.0875586561 10.4789201245 56.0661627005 252.4055168152 275.5027511597 280.0288803101 -999.99 5310.4218261719 1198.7497009277 46.9276342392 2 6.297856386 0 6570 0  
236 2 0.7962086937 0.2809754181 0.0965993399 10.702851124 49.4405515355 252.6935661316 275.7588699341 280.3488891602 -999.99 5318.9492431641 1199.8886352539 53.3825134277 2 8.011588852 0 7300 0  
236 3 0.5223643202 0.1935928369 0.1196277863 10.952466173 40.6151205707 251.7917572021 275.1394378662 279.9565933228 -999.99 5299.2375 1197.0449035645 72.1498197556 2 8.86615256 0 8030 0  
236 4 0.2803957216 0.1026164271 0.1215805196 11.422076826 37.4365867658 250.6274688721 274.4737579346 279.1859176636 -999.99 5270.6422607422 1194.0328613281 101.2756195068 2 9.566120757 0 8760 0  
236 5 0.1542060333 0.0568421217 0.0977217736 11.669623938 41.4277856498 248.3892227173 273.546395874 278.4363067627 -999.99 5220.2582275391 1189.8908691406 135.9184062958 2 8.653911293 0 730 0  
236 6 0.1076519744 0.0444465748 0.1050372682 11.4445114152 42.9268399539 246.3885772705 272.5809783936 277.8852233887 -999.99 5173.6501708984 1185.5204040527 166.894392395 2 8.680806816 0 1460 0  
236 7 0.1210583999 0.0544891813 0.0943370466 11.6765222462 40.6030307734 244.6894569397 271.4701705933 277.590423584 -999.99 5134.9045654297 1180.4362548828 191.3627655029 2 9.2481433 0 2190 0  
236 8 0.1835371024 0.0970974232 0.105063919 11.2786404863 41.6442201442 244.8824394226 271.414743042 277.5061767578 -999.99 5142.0278076172 1180.1791625977 207.7083862305 2 10.734215353 0 2920 0  
236 9 0.3283119211 0.2022534741 0.1009423631 11.0111675172 46.2430910938 245.9378753662 272.0008453369 277.570602417 -999.99 5166.9293945313 1182.8614440918 197.4895240784 2 10.958345732 0 3650 0  
236 10 0.5414230646 0.3541839367 0.0856024721 10.7402744176 50.4401393801 247.7940879822 272.6211837769 277.7312530518 -999.99 5211.9427490234 1185.6317199707 155.3284225464 2 10.041989116 0 4380 0  
236 11 0.8541289401 0.4970955204 0.0804604504 10.6655684924 54.88922673 249.5570121765 273.5088562012 278.2442108154 -999.99 5251.4789306641 1189.6330993652 96.4665683746 2 8.176791976 0 5110 0  
236 12 1.0470662357 0.5106170076 0.0738946695 9.8901860449 57.6265245327 251.4384376526 274.7847488403 279.1205856323 -999.99 5287.3324951172 1195.504699707 57.3082494736 2 6.813163309 0 5840 0  
237 1 1.0795704937 0.4964186666 0.0973345129 10.5401974441 49.7849323361 252.4968399048 275.8660842896 280.6919906616 -999.99 5312.5418701172 1200.3388854981 44.6839334488 2 6.701776696 0 6570 0  
237 2 0.840134847 0.3022152788 0.0989184979 10.6555922287 45.986232474 253.086365509 276.32684021 280.9964401245 -999.99 5325.9830322266 1202.3896606445 49.3333070755 2 6.531966302 0 7300 0  
237 3 0.5522535975 0.211189965 0.1098915135 11.750777646 40.0746618139 252.0432243347 275.6350296021 280.6101211548 -999.99 5303.4638427734 1199.2087524414 65.9016633987 2 7.252626365 0 8030 0  
237 4 0.2981828732 0.1176037623 0.1133207751 12.2201656566 35.6783678746 251.1492500305 275.0588607788 279.8457962036 -999.99 5279.0295654297 1196.5697814941 95.7031730652 2 7.909425702 0 8760 0  
237 5 0.1616176094 0.0635355637 0.1029514156 11.4578913866 36.2119649407 249.4365653992 274.5173431396 279.1251159668 -999.99 5237.2033691406 1194.2011352539 134.4511756897 2 8.060338328 0 730 0  
237 6 0.1168305944 0.0520618887 0.12708509 12.3416921854 37.3993077058 247.3807983398 273.5346282959 278.6021636963 -999.99 5189.9124023438 1189.7042053223 173.3749435425 2 7.93541093 0 1460 0  
237 7 0.1282024349 0.0618525155 0.0959074986 11.8253879885 37.1567158049 245.2441123962 272.4959213257 278.2993362427 -999.99 5144.4065429688 1184.9563171387 203.9230117798 2 8.631306187 0 2190 0  
237 8 0.1972216082 0.1103631427 0.1232067592 12.3420927247 36.6731200907 245.1835502625 272.2897750854 278.1828430176 -999.99 5146.5363037109 1183.9950073242 225.1851737976 2 9.742906948 0 2920 0  
237 9 0.3472549223 0.2186483474 0.1000421266 11.383349439 37.1863633724 246.3871299744 272.7637664795 278.2089981079 -999.99 5175.0081298828 1186.1598571777 211.3307823181 2 10.306918691 0 3650 0  
237 10 0.5675681611 0.3727132586 0.0906540059 10.8041230061 41.4816777354 248.2720024109 273.3018386841 278.3720901489 -999.99 5221.2355712891 1188.5920654297 151.8514862061 2 9.08872639 0 4380 0  
237 11 0.8914544454 0.5276528525 0.0779087695 10.5839422952 56.6965646317 249.9847373962 274.0783874512 278.9109970093 -999.99 5259.5819580078 1192.1141845703 91.6621490479 2 7.0301804 0 5110 0  
237 12 1.0929496306 0.5537002887 0.088160766 10.6947159658 57.9951347804 251.5043838501 275.1872375488 279.7916229248 -999.99 5288.4791259766 1197.2149658203 54.2790172577 2 6.348322815 0 5840 0  
238 1 1.15596093 0.5970735168 0.093882496 10.4140717649 64.3478279352 252.8908256531 276.5991195679 281.3608505249 -999.99 5319.4754394531 1203.6484436035 41.9710582733 2 5.466760317 0 6570 0  
238 2 0.947978494 0.403298118 0.0971392876 10.5409884753 56.7682251632 253.6122955322 277.0041793823 281.7023040771 -999.99 5335.00546875 1205.3946960449 45.6928182602 2 5.470179839 0 7300 0  
238 3 0.6381892481 0.2481685654 0.1102752429 10.6542611478 50.1143885713 252.625478363 276.3399230957 281.3022964478 -999.99 5312.9562988281 1202.3410644531 58.8708511353 2 6.01378523 0 8030 0  
238 4 0.3227679429 0.1256740605 0.0969359021 10.8410054155 49.3221341055 251.6861038208 275.6412902832 280.5226074219 -999.99 5287.5756103516 1199.1212768555 83.8923805237 2 7.361501157 0 8760 0  
238 5 0.1544453073 0.064919117 0.0981902947 11.103965404 47.7360327468 250.3690567017 275.2661331177 279.777671814 -999.99 5252.2020507813 1197.518347168 111.0622943878 2 6.812701623 0 730 0  
238 6 0.1044865693 0.0513389316 0.0879247357 10.3223725698 50.8943182137 248.1919563293 274.1746932983 279.2778442383 -999.99 5203.8048339844 1192.5241394043 138.189157486 2 6.068623799 0 1460 0  
238 7 0.1200843582 0.0616992398 0.0882790545 11.2897221343 50.6659708175 246.1057029724 273.327406311 278.9916168213 -999.99 5160.0641113281 1188.7204467773 163.7512641907 2 7.006718444 0 2190 0  
238 8 0.2062890574 0.1167808852 0.088430062 11.1078685883 49.8676215921 245.9510749817 273.1556182861 278.868737793 -999.99 5160.3630859375 1187.9276977539 175.2578643799 2 7.717479784 0 2920 0  
238 9 0.400456411 0.2370382727 0.1018151031 11.004507957 48.8555001175 247.0411804199 273.3785736084 278.8540725708 -999.99 5187.3258056641 1188.9278442383 161.2304244995 2 8.254825373 0 3650 0  
238 10 0.6409642898 0.4058828185 0.0842858973 10.397275001 51.6566812068 248.7826622009 273.8682067871 278.972984314 -999.99 5231.3676757813 1191.1064636231 122.7348258972 2 7.593823005 0 4380 0  
238 11 0.9298190471 0.5789227199 0.0820749217 10.4212629964 64.6306873107 250.5341743469 274.583164978 279.4892974854 -999.99 5269.9876708984 1194.3271057129 79.8081766129 2 6.580383679 0 5110 0  
238 12 1.1201728742 0.6304087757 0.0844898663 10.2927734195 64.782636416 251.8731307983 275.7505004883 280.4035797119 -999.99 5295.13984375 1199.7147155762 50.6528682709 2 5.526980733 0 5840 0  
239 1 1.2699491107 0.7478169006 0.0904677485 10.566913793 64.7460606989 253.6413925171 277.3331039429 281.8046096802 -999.99 5332.2885498047 1207.0319213867 47.3143955231 2 4.319754285 0 6570 0  
239 2 1.0626673916 0.526813987 0.0867537473 10.3760559323 61.8514443715 254.2372329712 277.6058883667 282.1979522705 -999.99 5345.3564208984 1208.1664245606 51.4613616943 2 4.453548073 0 7300 0  
239 3 0.6936232501 0.2821137977 0.1008377432 10.6376590207 51.8066814405 253.3331268311 276.9689117432 281.7973342896 -999.99 5324.8983154297 1205.235345459 68.9980295181 2 4.22320529 0 8030 0  
239 4 0.3584059532 0.1388191109 0.0787022189 10.5804741648 59.0219764199 252.088053894 276.0914840698 280.9877716064 -999.99 5294.2272705078 1201.2209106445 100.3618694305 2 5.283855708 0 8760 0  
239 5 0.1546457371 0.0604376259 0.0935901501 10.5857887414 51.7431477724 250.8749343872 275.5110641479 280.1754806519 -999.99 5260.3581787109 1198.6006286621 137.8666984558 2 5.096482991 0 730 0  
239 6 0.0889531276 0.0410118411 0.0805642914 9.727332838 51.8923717954 248.6940284729 274.2826126099 279.6456283569 -999.99 5213.2322265625 1192.955090332 168.5488380432 2 4.273368248 0 1460 0  
239 7 0.1146753034 0.055877198 0.0857489239 10.2115755836 67.5011519656 246.8704208374 273.6853759766 279.316065979 -999.99 5175.4780517578 1190.3668212891 197.4456535339 2.361300528 4.431431962 0 2190 2.70854710834101E-007  
239 8 0.228019164 0.1187697743 0.0824874014 10.5108390446 57.316886405 246.9558387756 273.7535812378 279.1563323975 -999.99 5179.2129638672 1190.6309631348 204.2180702209 2.046197273 5.082068384 0 2920 1.08987069688737E-006  
239 9 0.4445773485 0.2599041459 0.0924026802 10.1544727248 63.1590641811 247.6666481018 273.7530258179 279.1188034058 -999.99 5199.3594970703 1190.6542907715 184.7046890259 2.069507173 5.731057957 0 3650 1.49270330439322E-007  
239 10 0.7002274325 0.4535869762 0.0917585064 9.7776257612 52.5068449341 249.2526489258 274.2120483398 279.2404754639 -999.99 5240.5886474609 1192.7054138184 141.3798252106 2 5.492383743 0 4380 0  
239 11 0.9848545251 0.6553020473 0.076640426 9.7869474664 72.786282193 251.016607666 274.9458557129 279.7786621094 -999.99 5278.8492675781 1196.0463806152 91.430185318 2 5.403770978 0 5110 0  
239 12 1.1726158103 0.7475393767 0.0844798356 10.6355555344 61.1295013145 252.5999557495 276.4078292847 280.7298553467 -999.99 5308.3295166016 1202.769152832 56.21404953 2.303700624 4.693825375 0 5840 0  
240 1 1.2852703042 0.723896128 0.0823416141 10.5144764767 80.102750234 254.4777114868 278.0163238525 281.7258224487 285.062260437 5346.8982666016 1210.1417724609 43.1964242935 2.640624463 3.593584453 2.00428626229154E-007 6570 0  
240 2 1.0749392152 0.524569369 0.077733933 10.2337516473 81.2254206505 254.8215812683 278.1803573608 282.0827682495 285.3278411865 5355.1576660156 1210.8465087891 47.6175571442 2.52490989 3.421929069 1.74591595047957E-007 7300 0  
240 3 0.6862043144 0.2549485347 0.0745978578 10.5837575054 72.0827296454 253.8478469849 277.4410842896 281.5872009277 284.3241226196 5333.691015625 1207.3970581055 63.9176200867 2.335883632 3.074494282 2.02623640888078E-007 8030 0  
240 4 0.3508624215 0.1240050209 0.0763481379 10.4415913621 76.5884510033 252.4021186829 276.4201583862 280.6522964478 282.7810684204 5299.7439697266 1202.7303405762 92.3518573761 2 4.054699662 1.94668370312456E-007 8760 0  
240 5 0.1500742637 0.0612278663 0.0807315924 10.9096110735 70.0679869826 250.7868011475 275.2766647339 279.7760650635 280.9208847046 5260.1453125 1197.4179748535 133.3026275635 2.167980955 3.463858084 1.81799320131404E-007 730 0  
240 6 0.0879591527 0.0393957842 0.067837409 10.5199350532 70.6984406356 248.8492385864 274.0812850952 279.2631271362 279.4837799072 5218.044140625 1191.9630371094 174.704045105 2.257551035 3.700037914 2.13595966158664E-007 1460 0  
240 7 0.114279053 0.0577678608 0.0601694634 10.1397100008 95.5258955931 247.6784698486 273.9164398193 278.9675094604 278.5339477539 5192.2856445313 1191.285736084 210.8841377258 2.515517236 3.473547051 2.46207622467409E-007 2190 4.92752008085517E-009  
240 8 0.2258509952 0.1202627001 0.0681616145 9.9945926613 91.3670435565 247.8946159363 274.1616210938 278.8530273438 278.737210083 5197.3665039063 1192.4088378906 217.3736091614 2.557727738 3.50004309 2.23881655614377E-007 2920 0.000000018  
240 9 0.4400710755 0.2554933399 0.0695850348 10.142957475 81.8429097754 248.1330345154 273.945010376 278.8632354736 279.3691864014 5208.5994384766 1191.4362426758 191.8655136108 2.538441399 3.814599755 2.3828184936292E-007 3650 3.30422682282006E-009  
240 10 0.6989151397 0.4194147974 0.0759639176 9.7248063145 68.105604479 249.6933677673 274.5419570923 279.040612793 280.6200500488 5249.0407226563 1194.1654479981 136.9668312073 2.000431374 4.591416735 2.17186781981127E-007 4380 1.20869322017825E-009  
240 11 0.9783042705 0.645736245 0.0806019791 9.9395267798 68.864560026 251.3018127441 275.3045913696 279.6232070923 282.0370056152 5283.5721923828 1197.6766296387 81.6706594467 2.027169134 4.430423572 2.08893210285055E-007 5110 0  
240 12 1.178388653 0.7390506589 0.0728462771 10.2931870269 85.3972658049 253.3149047852 277.0580551147 280.6674453735 284.2431167603 5320.60390625 1205.7742736816 49.721672821 2.062652592 3.668394648 1.93127048575548E-007 5840 0  
241 1 0.628573784 0.190749876 0.0664700935 12.2991673217 115.5069278141 249.2446929932 270.5201187134 274.3339065552 -999.99 5256.9896728516 1176.102734375 107.4640235901 2 4.932155173 0 6570 0.1050863187  
241 2 0.4231287238 0.1024360533 0.0761186299 12.3708596581 90.7816276897 248.4049713135 270.286680603 274.7810333252 -999.99 5243.1221923828 1175.0319885254 97.5222583771 2 5.885113746 0 7300 0.0660112269  
241 3 0.2136860524 0.0579139108 0.0823630633 12.5979531987 67.0930665624 246.3991065979 268.8409561157 274.1635147095 -999.99 5200.7747802734 1168.5883789063 99.5789577484 2 6.706609717 0 8030 0.0895137748  
241 4 0.0695607494 0.0167902978 0.0727807693 13.1193162255 74.9917125626 244.3240814209 266.1823577881 273.1146347046 -999.99 5156.5718261719 1156.883001709 113.4635299683 2 7.161511383 0 8760 0.1895583875  
241 5 0.0175202608 0.0045558721 0.082150006 14.1001967832 84.7331935207 242.6070533752 263.3767242432 272.3734527588 -999.99 5113.2061279297 1144.5907409668 127.2761928558 2 7.308884915 0 730 0.3413869162  
241 6 0.0069034576 0.0026935009 0.0760988671 14.1886414 96.3431700986 241.9535369873 262.2653015137 271.9235351563 -999.99 5085.576953125 1139.6725158691 140.0954162598 2 6.349855689 0 1460 0.4796511898  
241 7 0.0139942259 0.0059773224 0.0676488907 15.2342319219 100.743643731 242.1124061584 262.255519104 271.6514038086 -999.99 5075.2626464844 1139.6704101563 149.4370330811 2 6.438187114 0 2190 0.5553158493  
241 8 0.0519292483 0.0229173793 0.0740504584 14.39697593 92.125631386 242.1759277344 262.4072601318 271.4927185059 -999.99 5071.1806640625 1140.6178588867 157.2495857239 2 6.920603031 0 2920 0.5932598534  
241 9 0.1806181646 0.097099911 0.0664412361 13.2917815784 113.019264295 241.5975021362 261.403112793 271.4205230713 -999.99 5068.9068603516 1135.9766540527 160.7067672729 2 6.790403774 0 3650 0.5778714657  
241 10 0.3796055195 0.2670941421 0.0638087675 14.3537110924 111.0965062627 242.8508361816 263.3696594238 271.4585830688 -999.99 5102.7762451172 1144.4762145996 154.0810142517 2 6.969942151 0 4380 0.5146527681  
241 11 0.6012607883 0.4570403744 0.0609032555 13.5069845373 110.9865627552 244.7234169006 266.1283355713 271.8370010376 -999.99 5154.3892578125 1156.4759887695 139.4171943665 2 6.063618862 0 5110 0.3980082159  
241 12 0.7269993282 0.3420803717 0.0715941362 12.1260249581 103.3502430383 247.5992706299 269.3017990112 272.9198730469 -999.99 5217.1930419922 1170.6405273438 124.6605319977 2 5.442212838 0 5840 0.2291133887  
242 1 0.646921932 0.1972060558 0.067139847 12.7329089861 93.3575761322 249.6825546265 270.9611679077 274.5690658569 -999.99 5264.5338134766 1178.004309082 112.244467926 2.243462698 3.742845108 0 6570 0.0568801174  
242 2 0.4366510093 0.1108207433 0.0707150634 12.5772013669 83.5519721617 248.8303344727 270.9862838745 275.1287582397 -999.99 5250.0466308594 1178.1292053223 102.9243011475 2 4.399812679 0 7300 0.0155227311  
242 3 0.2006969009 0.0580681584 0.1029600632 13.9444896208 58.1426337109 246.8301887512 269.9613555908 274.5568435669 -999.99 5207.5849121094 1173.5356262207 102.9644634247 2 4.909082143 0 8030 0.0061194828  
