# Lines starting with '#''' are comments. Comment lines must form a continuous        
# block at the beginning of this file.             
# The last comment line is not really a comment. It must contain the names of     
# the variables that are used in the code.            
# The data has to start in the following line.           
#                    
# List of variables:                 
# TS: timestep                  
# OHair1: OH-readical conc. based factor to multiply with avg. degradation rate in upper air      
# OHair2: OH-readical conc. based factor to multiply with avg. degradation rate in lower air      
# Based on data from:                
# Spivakovsky  C. M.  Logan J. A.  Montzka S. A.  Balkanski Y. J.  Foreman-Fowler M. 
# Jones D. B. A.  Horowitz L.W.  Fusco A. C.  Brenninkmeijer C. A. M.  Prather M. J.
# Wofsy S. C.  McElroy M. B.  2000  Three-dimensional climatological distribution of      
# tropospheric OH: Update and evaluation. Journal of geophysical research  Vol. 105        
# No. D7  pp 8931-8980.               
#                    
# precip: monthly average precipitation [m/h]               
# stwet: average length of rain events [h]             
# stdry: average length of dry spells [h]             
# tair1: temperature upper air [K]               
# tair2: temperature lower air [K]               
# tocean: temperature ocean surface [K]               
# tland: temperature land surface [K]               
# h1: Average upper air compartment height [m]             
# h2: Average lower air compartment height [m]             
# h5: Average ocean compartment depth [m]              
# runoffwater: water runoff                 
# tspe: time since plowing event [month]              
# perc8: percentage of ocean covered by Sea Ice [-]           
#                    
#CELL TS OHair1 OHair2 precip stwet stdry tair1 tair2 tocean tland h1 h2 h5 mixing12 mixing21 runoff6water tspe perc8  
85 12 0.4956918277 0.6674782614 0.0571015652 16.0888969214 270.6375331141 255.8353935242 280.3411499023 288.5335510254 280.1661437988 5348.0079589844 1219.4930908203 101.7363128662 6.423823869 2 6.06558638693855E-007 1460 0  
86 1 0.4680911615 0.6801299254 0.0651364952 14.8511809199 139.790609636 253.3989105225 278.3889709473 287.9223129272 276.903527832 5307.5387939453 1210.6657653809 133.6108470917 2.387417253 6.188795928 0.000001172 2190 0  
86 2 0.561313947 0.8939206126 0.0629555471 14.9575285806 121.7950769652 253.8464317322 279.4238342285 287.1179275513 279.0672576904 5316.4143554688 1215.1766113281 184.2154335022 2.084529665 4.965738229 1.15689523170204E-006 2920 0  
86 3 0.7491866632 1.2601675485 0.0632745016 14.2923240919 180.4865342782 255.2091117859 281.4904724121 286.9833648682 282.3955093384 5340.896875 1224.4801269531 136.4061565399 3.927034367 4.077524987 8.44267007948929E-007 3650 0  
86 4 1.0892843804 1.685657152 0.0352154554 10.2337001722 273.4976070553 257.4591217041 284.6956695557 287.6527008057 286.5438919067 5381.9708740234 1238.9780212402 52.2608327866 6.241494639 2 5.83558535538486E-007 4380 0  
86 5 1.6222852681 2.2421230187 0.0403448482 9.4191095936 338.8146899925 261.3594558716 288.8765762329 289.6104217529 290.8711547852 5455.0863037109 1257.9862365723 29.589598465 8.531379128 2 4.48760253490832E-007 5110 0  
86 6 2.1112800323 2.8597060138 0.0300697689 7.8990319936 471.360115645 264.9406143188 292.2434432983 292.4787414551 294.5782180786 5529.2001220703 1273.0455383301 26.4260396957 12.74200268 2 2.58419295562362E-007 5840 0  
86 7 2.2765916538 3.2284231724 0.0161558551 5.4416583332 537.9429897144 267.3731018066 295.1781585693 295.1284759521 297.6874053955 5577.7434082031 1285.7994750977 26.6621472359 14.02059675 2 1.00431842176008E-007 6570 0  
86 8 2.0255609244 2.9689572268 0.0131777055 5.9553253878 534.7178842915 267.0735275269 295.2086486816 296.5409515381 297.7225250244 5568.7639648438 1285.7391479492 28.4311079979 12.69598118 2 7.40814799282674E-008 7300 0  
86 9 1.4746654698 2.2456543247 0.0416328098 10.810493011 311.7504996087 265.0896789551 292.4261154175 296.1356887817 294.1423690796 5525.9426513672 1273.3944885254 34.5072257996 10.637031694 2 1.17311393177388E-007 8030 0  
86 10 0.9678055846 1.5491164112 0.0623816301 14.3496069103 180.9539713425 261.1988571167 287.5174850464 294.4192123413 287.9312713623 5452.8886474609 1252.0704162598 41.9986642838 6.048790894 2.544852183 3.47064456684976E-007 8760 0  
86 11 0.6478646078 0.9996236021 0.0833754156 16.4148656655 132.650158784 257.3775566101 282.3314865112 292.0870071411 281.6114364624 5381.6593994141 1228.6039428711 57.2394407272 4.80659833 3.262273679 5.53251557988688E-007 730 0  
86 12 0.5199856053 0.6790869943 0.096879245 18.2650219795 112.8641658045 254.9293640137 279.4916778564 289.6586090088 278.0600006104 5334.6803222656 1215.5972290039 88.2969837189 3.79536869 4.437908115 7.61802603221895E-007 1460 0  
87 1 0.4428551958 0.7958394951 0.0564991916 15.0368107906 263.2279930685 253.3302261353 277.6348968506 286.6356521606 275.5840835571 5307.3137451172 1206.0662780762 76.9930438995 2.126407856 5.661985907 1.94323952200648E-006 2190 0  
87 2 0.544817408 0.9985717899 0.0535775941 15.1426273915 226.5246861065 254.2133644104 280.1535568237 285.7176803589 279.0374343872 5321.9284912109 1216.9528564453 93.0550300598 2.329587718 6.109277549 1.93445326885922E-006 2920 0  
87 3 0.7413608848 1.2828219426 0.0675226364 12.9401499652 150.7121203839 255.7969406128 283.1807266235 285.5496841431 283.2491928101 5350.4694091797 1229.5234069824 70.4336818695 2.795234028 4.161962643 1.56426504958063E-006 3650 0  
87 4 1.0946902012 1.6477548404 0.0855582352 12.5139187892 143.1723104101 258.4298980713 287.1703781128 286.3821365356 287.9995422363 5400.0335693359 1245.8462463379 43.114289093 4.006698359 2.357545514 1.38440247354765E-006 4380 0  
87 5 1.6561366832 2.2657422295 0.1014665922 10.820660679 162.6989830398 262.5850036621 292.2242477417 288.7473709106 293.3615951538 5478.861328125 1265.3004638672 39.8862615585 6.524818781 2 1.03364640580139E-006 5110 0  
87 6 2.1348048375 2.9697631812 0.0697788002 8.9825921198 292.1368242154 267.0169128418 296.0011535645 292.1710021973 297.6595001221 5572.9971679688 1278.9560180664 39.0752838135 9.783530808 2 4.99358930028393E-007 5840 0  
87 7 2.2678762906 3.2377281322 0.0243806675 5.5618688116 497.2423587634 269.6324569702 298.8856124878 295.1062316895 300.6544174194 5624.1557128906 1289.1736328125 39.3221416473 9.701833816 2 2.17702224247773E-007 6570 0  
87 8 2.0307415421 3.0968497869 0.0205798034 4.5472466335 530.1412746806 269.1359924316 299.0655502319 296.5673171997 300.445111084 5607.8772216797 1289.8193054199 39.7807720184 7.705320436 2 1.3609749469623E-007 7300 0  
87 9 1.3995623643 2.2072333106 0.0230993927 7.2059171407 472.9115713119 266.5738571167 296.015447998 295.7968811035 296.6944381714 5552.6903808594 1279.3631652832 41.9559745789 6.340869755 3.107021781 1.53593124085916E-007 8030 0  
87 10 0.9493395938 1.6009957931 0.0283863913 9.3346041264 398.329891366 262.3075408936 290.7191513062 293.7611663818 290.664630127 5468.77265625 1260.3865966797 44.2601707458 4.902733545 2.158564702 4.97618351857909E-007 8760 0  
87 11 0.620651567 1.1455110435 0.045638385 13.8264856119 317.6635407888 257.8744621277 283.4581466675 291.2701202393 282.3988571167 5389.3291503906 1231.4363647461 49.594543457 2.882689747 3.52422564 1.17957545739955E-006 730 0  
87 12 0.4682187452 0.798894743 0.0592889071 15.8009239215 272.4999284386 255.0408508301 279.2364135742 288.6755966187 277.1400756836 5337.2853271484 1213.1662475586 61.3851507187 2.37556064 4.976592213 1.44092296068266E-006 1460 0  
88 1 0.4281917695 0.7552611087 0.039495044 11.2447538803 321.9424087801 253.2180679321 277.1438613892 -999.99 274.4845489502 5304.9488037109 1203.1067443848 -999.99 7.970455237 3.598986801 9.27162618324928E-007 2190 -999.99  
88 2 0.5758795487 0.9790169204 0.0430712467 12.5056812214 290.3692710091 254.4327079773 280.060333252 -999.99 278.0614929199 5324.8260498047 1214.9792907715 -999.99 6.808626735 2.887700267 0.000000842 2920 -999.99  
88 3 0.8662640449 1.3110370875 0.0396944067 12.8717219468 281.9758889239 256.4205566406 283.8926849365 -999.99 283.1818649292 5360.8234375 1229.3606201172 -999.99 4.480246282 2.594511846 9.88924572453698E-007 3650 -999.99  
88 4 1.3108326497 1.8060231263 0.0292496654 9.6668504558 410.2109789797 259.8430114746 289.5330444336 -999.99 289.3932296753 5424.5724365234 1250.3819519043 -999.99 4.185787514 2.47070479 8.10517271787603E-007 4380 -999.99  
88 5 1.9007098696 2.4748519432 0.010763849 5.4478841794 568.9107057205 264.9615447998 296.1376022339 -999.99 296.2508117676 5522.0506347656 1273.5112487793 -999.99 3.724448165 2.523439969 3.35468671863737E-007 5110 -999.99  
88 6 2.3208783557 3.0680027195 0.0027996425 2.0428016828 691.2963686139 269.5754058838 300.4479949951 -999.99 300.9262557983 5620.4767089844 1287.8176574707 -999.99 3.402673939 4.019802331 1.62142429616097E-007 5840 -999.99  
88 7 2.4752548331 3.2363608157 0.0012917279 0.9755305483 708.6844614541 271.4910980225 302.8594924927 -999.99 303.3684967041 5657.2731201172 1295.839263916 -999.99 2 7.151079012 6.88905760437564E-008 6570 -999.99  
88 8 2.244845054 2.9549389958 0.0027245983 1.9464708652 684.1977815907 270.2492965698 301.5760253906 -999.99 301.7871032715 5628.3200927734 1291.4862243652 -999.99 2 6.586791981 8.16628086930393E-008 7300 -999.99  
88 9 1.5877033154 2.1716834405 0.0094534601 4.1286384962 615.291689407 267.3255767822 297.3804946899 -999.99 296.9446105957 5566.0072021484 1277.6739196777 -999.99 2 4.739683332 1.62765897515627E-007 8030 -999.99  
88 10 1.0584058867 1.5752351803 0.0217510545 7.1099427556 533.7094114519 262.4500778198 290.4442962646 -999.99 289.6076599121 5470.6574462891 1253.966583252 -999.99 3.137226592 3.547163826 5.62639455470304E-007 8760 -999.99  
88 11 0.6434206263 1.0716783694 0.0402087191 12.2192880663 387.9661532802 258.7473960876 284.5287475586 -999.99 282.4138671875 5402.5371826172 1233.0715026856 -999.99 5.911015035 2 7.64385021767566E-007 730 -999.99  
88 12 0.4338868533 0.752053169 0.0384826356 12.1829672645 364.5249184485 255.4427864075 279.5188613892 -999.99 276.7039550781 5343.9299072266 1213.2401489258 -999.99 8.608078741 2 6.77303075136138E-007 1460 -999.99  
89 1 0.4344528394 0.6385251455 0.0917510066 16.3884947869 232.8309131295 252.4929908752 276.9068145752 -999.99 270.9128555298 5291.2788330078 1201.685748291 -999.99 9.411250149 2 1.71643671933452E-006 2190 -999.99  
89 2 0.6141637849 0.9111316137 0.0981173349 17.209352509 171.6243009013 253.5378829956 279.6470413208 -999.99 274.2192398071 5308.8690673828 1212.5959960938 -999.99 7.844317838 2 2.55743599666403E-006 2920 -999.99  
89 3 0.9323390805 1.3492662512 0.0932541922 14.7525191226 153.0342369775 256.7027290344 285.1209747314 -999.99 280.8299575806 5362.8940917969 1232.9572814941 -999.99 5.358030168 3.191338997 5.34471489004318E-006 3650 -999.99  
89 4 1.4332622067 1.9755439882 0.0758142067 11.9559482859 209.8656526533 260.4485366821 290.731312561 -999.99 287.2511505127 5434.0520019531 1252.9131347656 -999.99 6.444678799 2 7.74388370814449E-006 4380 -999.99  
89 5 2.1265624061 3.0765433168 0.0474388708 8.9047887531 363.9873647804 265.9149246216 297.1261428833 -999.99 294.3273284912 5540.0973388672 1273.7791748047 -999.99 8.794661608 2 4.78906614631569E-006 5110 -999.99  
89 6 2.5988497534 3.7172658146 0.0242614258 6.3465685313 531.1249238714 270.2504333496 300.9717941284 -999.99 299.1515304565 5633.6935546875 1286.1167541504 -999.99 5.589151581 2.259336918 5.92755154826818E-007 5840 -999.99  
89 7 2.834308044 4.0774863601 0.0098515263 2.9510134836 633.4487497712 271.6907913208 302.4744567871 -999.99 300.9741317749 5662.3359130859 1291.0783508301 -999.99 4.254122086 5.909101925 3.42513009954359E-007 6570 -999.99  
89 8 2.458412851 3.7029250027 0.0057746955 2.0404475203 646.2906056983 270.4693756104 301.1796432495 -999.99 299.2594268799 5634.3152587891 1286.8307189941 -999.99 2 5.684433696 2.45855017944052E-007 7300 -999.99  
89 9 1.6496100376 2.580482691 0.00945946 2.9998488608 634.1155514818 267.1212860107 297.0882980347 -999.99 294.0992904663 5563.3668212891 1273.5157714844 -999.99 2.5060332 4.141887866 4.64233306018969E-007 8030 -999.99  
89 10 1.0617340589 1.6382422035 0.0133696072 5.3556310777 541.7379187452 261.7880508423 290.2281417847 -999.99 286.2036193848 5457.6041748047 1250.6782226563 -999.99 3.754850266 4.251893964 1.63271095487971E-006 8760 -999.99  
89 11 0.6308098021 0.9222178581 0.0454616977 10.8614458598 339.4763060804 258.5766830444 284.9353286743 -999.99 279.4558044434 5397.6809326172 1232.9431762695 -999.99 8.823908475 2 1.59846035074906E-006 730 -999.99  
89 12 0.4261150039 0.5789657004 0.06452753 13.7625481677 295.4636730325 255.1921936035 279.8815826416 -999.99 273.8287826538 5338.3211181641 1213.8869262695 -999.99 10.140826734 2 1.34458168759011E-006 1460 -999.99  
90 1 0.4760343901 0.9712596258 0.0344135348 7.4659361784 435.7196679006 252.11120224 277.258934021 -999.99 260.5948226929 5283.3451904297 1202.4069152832 -999.99 13.87170703 2 1.13372451835403E-006 2190 -999.99  
90 2 0.6887862325 1.4547890973 0.0263728026 6.3269087116 428.635473942 253.1479545593 279.5516326904 -999.99 263.1656890869 5299.9958740234 1211.0172546387 -999.99 11.130324046 2 2.29456198894695E-006 2920 -999.99  
90 3 1.0821572142 2.2909170138 0.017051585 5.5320442239 474.2214479973 257.0627662659 285.4098876953 -999.99 270.0357025146 5361.2094238281 1229.9373596191 -999.99 7.961697043 3.600717718 5.24464742284181E-006 3650 -999.99  
90 4 1.7336729087 3.6049749032 0.0252932705 8.4076404138 367.8324391321 261.3616867065 290.6074005127 -999.99 276.5868499756 5440.9962158203 1244.7022583008 -999.99 5.505433504 2.866359106 9.48514366427844E-006 4380 -999.99  
90 5 2.5712093332 4.9510581124 0.0365351271 9.4205093426 279.8586037802 265.7733840942 294.539932251 -999.99 282.5266281128 5532.685546875 1254.6903869629 -999.99 4.899952501 2.019952059 1.75497515101597E-005 5110 -999.99  
90 6 2.9995477139 5.3040629844 0.0482007193 9.897813417 276.5979268186 269.5951385498 297.1695022583 -999.99 287.4498626709 5616.1857177734 1261.9243347168 -999.99 2 9.792642153 1.17356906685018E-005 5840 -999.99  
90 7 3.1760594724 5.0625091265 0.0371317264 8.5201367577 370.6729936279 271.1073852539 298.2716552734 -999.99 289.2760375977 5647.4889160156 1265.0018371582 -999.99 2 15.51247995 7.78690812239802E-006 6570 -999.99  
90 8 2.6009030024 4.2513503141 0.0217262005 5.8122393746 468.189847592 270.2088012695 297.5332321167 -999.99 287.860836792 5626.5192138672 1263.009173584 -999.99 2 13.66702654 6.65590970356789E-006 7300 -999.99  
90 9 1.6569671297 2.9945325191 0.0113467994 4.7695337977 564.9628186492 266.8151733398 294.5621307373 -999.99 282.9621582031 5553.26015625 1254.8187072754 -999.99 2 6.617025184 4.02987939196464E-006 8030 -999.99  
90 10 0.9747361211 1.8679418405 0.0046628569 3.454785853 663.2084939987 261.8495437622 289.8354644775 -999.99 275.8500823975 5450.6457763672 1241.6824157715 -999.99 5.820568614 2 2.7029358591335E-006 8760 -999.99  
90 11 0.626992969 1.2078631254 0.0100275409 4.6138167724 598.111261875 257.856804657 284.5742111206 -999.99 268.6474182129 5379.4090576172 1226.750769043 -999.99 16.05572898 2 1.61387318939887E-006 730 -999.99  
90 12 0.4500601761 0.8683306487 0.0223304746 6.7581825391 486.1023459246 254.367375946 279.7685943604 -999.99 263.1741165161 5321.2067871094 1211.1018859863 -999.99 17.06302245 2 9.95105543211139E-007 1460 -999.99  
91 1 0.4417724657 0.9756726341 0.0053459965 2.3917082182 660.26983703 251.8544197083 276.0520492554 -999.99 261.348789978 5278.5130615234 1195.1443847656 -999.99 7.927795696 2 6.86717848452645E-007 2190 -999.99  
91 2 0.6385713935 1.3525960045 0.0084087935 3.3988167746 605.4818159772 253.2194496155 278.9153320313 -999.99 264.5318405151 5300.2115234375 1205.7395507813 -999.99 5.228868335 2 1.48274609728105E-006 2920 -999.99  
91 3 1.0370248706 2.1224552203 0.0157450213 5.9323538919 490.8207148888 257.4862953186 285.1945632935 -999.99 271.738053894 5368.4293457031 1227.0272888184 -999.99 5.229401149 2 4.54912880059055E-006 3650 -999.99  
91 4 1.6270931657 3.1530120242 0.0282490949 7.5546033146 396.4137300391 262.3846725464 290.8503967285 -999.99 278.7717300415 5460.5189453125 1244.4795104981 -999.99 4.21611538 2.72631138 1.01024358855284E-005 4380 -999.99  
91 5 2.2445827305 3.8522233174 0.0553527738 9.028358572 345.1281756796 266.3056228638 294.4214279175 -999.99 283.8752716064 5544.7051513672 1253.88203125 -999.99 2 2.949896067 1.14353845674486E-005 5110 -999.99  
91 6 2.7962813263 4.2938016342 0.0643525167 11.5003437732 333.6062343998 269.2675308228 296.6662139893 -999.99 287.2036483765 5610.5829833984 1259.7204956055 -999.99 2 3.174759482 0.00001424 5840 -999.99  
91 7 2.7720863487 4.0950285459 0.0588472669 10.7320556853 290.7440272611 270.7816421509 297.7628768921 -999.99 288.6968063354 5642.9045654297 1262.6725708008 -999.99 2 4.085024939 1.55186210804459E-005 6570 -999.99  
91 8 2.3220787913 3.4573490422 0.0476444658 10.7309679113 346.3768205623 269.8927398682 296.9430450439 -999.99 287.3826690674 5622.6945068359 1260.6240112305 -999.99 2 3.940679801 1.25297611020869E-005 7300 -999.99  
91 9 1.562344612 2.4975642025 0.0405207089 8.9298309607 376.8602571219 266.58412323 293.8591674805 -999.99 282.8487823486 5551.658984375 1252.5460754395 -999.99 2 3.310480083 0.000011099 8030 -999.99  
91 10 0.9499383075 1.6956269352 0.0152292415 5.4005145347 521.446912822 262.3432983398 289.4875869751 -999.99 276.9672775269 5463.0329589844 1240.1591003418 -999.99 3.759514333 2.594617632 5.20115640938457E-006 8760 -999.99  
91 11 0.6002407142 1.2473442603 0.0047560057 2.8075105478 657.3917105883 257.6314796448 283.7043777466 -999.99 269.7373565674 5376.5182617188 1221.9415649414 -999.99 7.244545159 2 2.04782568857809E-006 730 -999.99  
91 12 0.4280822559 0.9181022303 0.0033562757 1.6309149507 694.2801257187 253.3969985962 278.0686248779 -999.99 263.515512085 5304.6600830078 1202.7596496582 -999.99 9.342007522 2 8.16511978030121E-007 1460 -999.99  
92 1 0.3701535455 0.5912235479 0.0069061339 3.6203015483 607.9997730979 249.5132041931 268.0095535278 -999.99 266.232623291 5252.5242431641 1163.3033081055 -999.99 7.062609174 5.445483462 2.49975643953348E-006 2190 0  
92 2 0.5115146418 0.8150655953 0.0111749478 6.9199681569 558.5198275289 250.6200340271 270.7820968628 -999.99 269.4722442627 5270.7497558594 1175.2986694336 -999.99 6.042240006 4.507735861 4.8493603856059E-006 2920 0  
92 3 0.8294109478 1.1967449966 0.0201134657 8.5278467387 453.4159917052 255.0087615967 278.1991790771 -999.99 277.4398086548 5342.9933837891 1207.5034606934 -999.99 3.486438026 3.430495471 8.24187611669913E-006 3650 0  
92 4 1.3674253183 1.7775638151 0.0324970618 12.4059552255 367.4336035243 260.2383163452 285.6010955811 -999.99 284.8925064087 5440.7713378906 1238.1779602051 -999.99 3.870230694 4.226494433 1.70064137364534E-005 4380 0  
92 5 2.2739265186 2.7434045194 0.0457746269 12.8013659889 315.5489958219 264.282623291 291.2547790527 -999.99 290.5393981934 5523.7594238281 1259.3938354492 -999.99 4.835875873 2 1.41446311772597E-005 5110 0  
92 6 3.0040097603 3.0553157471 0.0759488598 13.3940907938 202.4619603864 267.5749801636 295.186164856 -999.99 294.5919219971 5594.8661865234 1273.3361328125 -999.99 4.89570135 2 1.37220867372889E-005 5840 0  
92 7 3.1901291003 3.0430381124 0.13748622 14.4945445782 68.1600800251 269.3165817261 296.9009841919 -999.99 296.469909668 5633.1833496094 1279.5632019043 -999.99 5.14598463 2.789850605 1.12994429400715E-005 6570 0  
92 8 2.7143505706 2.6054471031 0.0793359326 13.5448209725 60.5746978739 268.4119476318 296.0145996094 -999.99 295.5402648926 5611.7859375 1276.9429260254 -999.99 5.266056665 2 6.3696080360387E-006 7300 0  
92 9 1.6153057628 1.6964243936 0.0587084382 13.5241003673 112.0188142373 264.9958465576 291.6758834839 -999.99 290.9444671631 5537.5343505859 1262.0642272949 -999.99 5.754606177 2.367397905 4.44180693932594E-006 8030 0  
92 10 0.9119758797 1.2687882186 0.0326172118 11.5779179568 320.7454052965 261.1870819092 286.025881958 -999.99 285.2058685303 5459.7164550781 1240.8978271484 -999.99 5.083268338 3.298544627 3.90157432548222E-006 8760 0  
92 11 0.5434479123 0.9201603997 0.0188781702 7.6800296531 470.5402807674 256.0439598084 278.0506225586 -999.99 276.9006652832 5365.1491943359 1207.1110595703 -999.99 6.59219239 4.527369986 3.46836150697527E-006 730 0  
92 12 0.377766883 0.5884196456 0.0060432266 3.7943663057 640.2472200211 251.2833580017 271.2180419922 -999.99 269.6291122437 5281.6269287109 1177.2045349121 -999.99 8.686236428 5.741309798 1.51768256984042E-006 1460 0  
93 1 0.3557087693 0.5687090837 0.0280505946 10.2158368291 357.9085633183 248.5702507019 267.7684036255 287.047706604 263.0623550415 5244.3574951172 1163.1049316406 151.7216300964 12.03494135 2 6.01658141263783E-007 2190 0  
93 2 0.4458356634 0.7649822568 0.0310451169 10.0096763134 328.2931793965 249.182182312 269.2188552856 285.5020721436 265.9451293945 5253.7826660156 1169.5282958984 173.3882255554 11.448054026 2 9.81923046339262E-007 2920 0  
93 3 0.7113732336 1.1265437633 0.0448441888 11.1610404526 311.4179396058 253.0128456116 274.9348419189 285.3204040527 274.2434417725 5314.4624755859 1195.3302978516 165.4848098755 7.223819905 2 2.83717558318131E-006 3650 0  
93 4 1.2563013719 1.6653487466 0.0613302336 13.025787915 239.1939795014 258.2986190796 281.962437439 286.5635787964 283.1370346069 5408.4458740234 1227.6411193848 98.1200679779 4.114503742 2.447787487 5.05156837675713E-006 4380 0  
93 5 2.1203577922 2.4109950944 0.0709058912 14.4211358229 213.0275642453 262.274458313 286.9805496216 289.2339080811 288.7782791138 5487.6291015625 1251.151739502 42.3561342239 3.983581498 2.19177903 0.000004175 5110 0  
93 6 2.905495773 2.6538166578 0.0950455988 13.7960476823 183.8361255007 266.2566513062 291.1140594482 292.8128509521 293.0219985962 5570.9990966797 1271.3631958008 28.7266512871 4.395387806 3.213838421 7.69584639783716E-006 5840 0  
93 7 3.2252368295 2.85915074 0.1076580008 14.5150738849 84.9987759624 268.7382369995 293.805897522 296.9055877686 295.947869873 5621.9007324219 1284.3196411133 25.2451033592 4.971186932 2.162249713 6.8888670313072E-006 6570 0  
93 8 2.6992546776 2.3982088908 0.1120446376 15.2316545733 65.9648317879 268.2141876221 293.6482086182 299.3047988892 295.3940887451 5610.4771484375 1283.1745544434 26.701682663 5.661224433 2 4.19746845636837E-006 7300 0  
93 9 1.6361629686 1.6682534176 0.0765508019 15.1569093526 111.9875825485 264.9445358276 290.0293869019 298.7297088623 290.7059173584 5541.2462158203 1265.2420410156 33.0535203934 8.141887546 2 1.55273306958748E-006 8030 0  
93 10 0.8796252068 1.2670788189 0.0501644299 12.9087144781 220.7003892627 260.8991790771 285.1397583008 296.2038208008 284.9035491943 5459.6557617188 1241.7024108887 52.8235944748 10.528817165 2 7.51606354043588E-007 8760 0  
93 11 0.530652458 0.8956106384 0.047064553 12.1478577007 212.5245224565 255.8560699463 277.9391204834 293.0959777832 275.6626068115 5367.8904541016 1208.6590942383 77.7687282562 10.330480796 2 1.04534691587332E-006 730 0  
93 12 0.3785216959 0.5991521998 0.0331004162 10.2932897388 246.9420674489 250.9036994934 270.8746200562 289.8367858887 266.7292434692 5284.1297607422 1176.7947937012 113.3711078644 13.93234765 2 5.13553587211391E-007 1460 0  
94 1 0.4417331877 0.5010930128 0.111653077 14.6272975337 65.6763422859 249.491910553 273.4883453369 289.0968444824 274.4366256714 5262.9323242188 1188.8111022949 228.6256355286 7.877736865 2 6.41096045228551E-007 2190 2.66789784654975E-006  
94 2 0.5743263418 0.6978646033 0.1329827907 13.9136598871 66.5505178959 249.5212028503 273.4478500366 287.9862075806 274.8278320313 5261.8366210938 1188.6270996094 273.4850898743 5.765721464 2.961011551 8.28731678836903E-007 2920 0.000303975  
94 3 0.8770634557 1.0816650059 0.1249345488 14.0603324295 67.4008873991 252.3316207886 275.783770752 287.5628738403 277.9592025757 5305.5781005859 1199.1185852051 267.1729560852 4.252552845 2.644353016 1.09705704574026E-006 3650 0.0012999123  
94 4 1.3753832596 1.7495651257 0.1280651002 14.4983013591 74.1582114291 257.4134872437 280.5267242432 287.9878814697 283.1637939453 5394.5042480469 1220.9711975098 186.5369598389 2.825386069 2.486863496 1.61292309712735E-006 4380 0.0001087147  
94 5 2.1500868417 2.4599182595 0.1322203763 14.0183821161 83.1683958796 261.784564209 285.1086120605 289.5270904541 287.712538147 5479.5627197266 1242.917590332 77.6144748688 3.6461604 2.57227223 2.32334269867351E-006 5110 0  
94 6 2.9508325698 2.8788440199 0.1261751221 15.2375118741 81.5039762025 265.7184524536 289.1182479858 292.2949111938 292.0878005981 5558.5418457031 1262.5944396973 38.9524913788 4.438114886 2.492842965 3.18627841124908E-006 5840 0  
94 7 3.2777488065 3.1773765419 0.0997162323 13.0883661436 90.1126051813 268.1562423706 292.0416976929 295.674520874 295.6706268311 5606.5567138672 1276.7394165039 27.8987272263 5.334372729 2 1.85908241121524E-006 6570 0  
94 8 2.9083602126 2.9759832676 0.0936180014 13.8206301607 89.7486592096 268.3987518311 292.8294281006 298.1311828613 296.2874084473 5611.8106933594 1280.1275573731 28.2618128777 4.623522032 2 1.6034071123272E-006 7300 0  
94 9 2.039956429 2.1487967848 0.1549512418 16.1940790461 52.6431727861 266.3672958374 291.0585464478 298.154145813 293.3570861816 5569.4184326172 1271.0137023926 36.9701454163 3.449127678 3.841389929 2.1075207115473E-006 8030 0  
94 10 1.1570468417 1.3465823067 0.149975913 15.9814506754 61.4147004787 262.0735656738 286.5474243164 296.2174819946 288.1425872803 5485.3045898438 1249.0542297363 61.789447403 4.71153434 2.178658354 9.84118110380905E-007 8760 0  
94 11 0.6505816174 0.8273530017 0.1451364337 14.4018555803 61.8194459214 257.1880096436 281.1758499146 293.4800979614 282.3814849854 5394.0520507813 1223.8586791992 100.9546550751 6.116914572 2 7.58781249743379E-007 730 0  
94 12 0.4536356023 0.5101618635 0.1241384621 14.4351059785 58.5187956697 252.5031105042 276.1474914551 290.9331726074 276.9879196167 5315.4082275391 1200.796685791 155.2270118713 9.793671046 2 0.000000752 1460 0  
95 1 0.4685883198 0.2747621542 0.1766378002 20.1549125327 20.6370043623 251.5489822388 277.1109832764 288.7608001709 -999.99 5298.6196777344 1205.5919433594 234.5675247192 3.122922967 3.895138457 0 2190 0  
95 2 0.6152147269 0.4077018308 0.157518226 18.4768574591 25.0431349294 251.3328842163 276.6558639526 287.8037612915 -999.99 5292.5687744141 1203.4497314453 282.6489944458 3.007674312 5.363402733 0 2920 2.01729289256036E-006  
95 3 0.938843544 0.7158930271 0.1416838404 15.9109211699 35.8643379309 253.2730201721 277.5172821045 287.3528594971 -999.99 5322.2206298828 1207.23046875 275.0297096252 2.613669076 4.49363431 0 3650 5.93442618846893E-005  
95 4 1.4702444455 1.3830077111 0.1659573714 14.8878128143 56.6552640649 257.7372817993 280.3437393188 287.4079238892 -999.99 5400.1808837891 1220.1458496094 205.430619812 3.298272052 3.17279524 0 4380 0.000000934  
95 5 2.234930672 2.1161247938 0.153235652 15.359761865 83.9408359683 262.2029602051 284.1950561523 288.3690490723 -999.99 5486.1851806641 1238.7961181641 92.2023159027 3.955484079 3.813956684 0 5110 0  
95 6 2.9161864787 2.5335185745 0.1602601799 16.123832334 98.3809809031 265.0690826416 287.3247131348 290.4463760376 -999.99 5543.3480957031 1254.1993530273 39.0150034904 4.088039711 2.882637468 0 5840 0  
95 7 3.1327585937 2.6461035039 0.0863193471 14.3254075387 149.1113416148 266.825328064 289.8526519775 293.0806945801 -999.99 5577.5827392578 1266.3433166504 26.9781068802 4.33370075 2.124927202 0 6570 0  
